date,DB Carry Index,DB Valuation Index,DB Momentum Index,S&P 500 Index,SPX Volatility Index,MSCI EAFE Index,JP US Aggregate Bond Index,Doppio Systematic Currency
30/03/2011,518.71,481.98929,372.56921,2243.55,17.71,1702.66,494.951,21702.19
31/03/2011,519.5,479.23721,373.4487,2239.44,17.74,1702.55,495.924,21714.63
01/04/2011,526.77,480.22131,371.45789,2250.58,17.4,1709.08,493.823,21979.94
04/04/2011,524.75,480.59479,371.74799,2251.64,17.5,1719.51,495.74,21914.53
05/04/2011,527.97,481.87289,370.505,2251.26,17.25,1712.84,494.29,22039.79
06/04/2011,533.64,479.91409,370.79141,2257.11,16.9,1723.46,494.624,22120.75
07/04/2011,532.8,479.60611,371.33951,2253.76,17.11,1717.73,494.175,22062.08
08/04/2011,535.25,478.03979,372.88821,2244.74,17.87,1740.76,495.517,22057.22
11/04/2011,533.76,478.4321,372.71341,2238.51,16.59,1740.99,496.127,22041.83
12/04/2011,527,477.20432,372.12561,2221.12,17.09,1718.8,498.666,21903.1
13/04/2011,531.12,475.4769,372.74329,2221.77,16.92,1730.89,498.907,21864.17
14/04/2011,529.6,475.013,373.70459,2221.99,16.27,1724.81,499.29,21859.21
15/04/2011,532.78,473.5885,373.3595,2230.71,15.32,1721.6,499.795,21732.08
18/04/2011,523.78,474.94989,373.4603,2206.15,16.96,1685.75,499.366,21697.31
19/04/2011,527.23,475.0614,372.71851,2218.86,15.83,1693.04,500.724,21695.24
20/04/2011,534.03,471.97879,376.7442,2248.9,15.07,1737.57,502.568,21631.21
21/04/2011,532.43,471.4227,378.04779,2260.84,14.69,1756.24,504.444,21646.39
22/04/2011,532.43,471.44019,378.0618,2260.84,14.69,1756.45,504.538,21656.6
25/04/2011,532.43,471.49261,378.10379,2257.24,15.77,1751.51,504.381,21609
26/04/2011,534.28,468.97079,379.6456,2277.51,15.62,1759.81,505.897,21513.86
27/04/2011,536.4,470.26819,379.79291,2292.13,15.35,1762.67,504.265,21531.41
28/04/2011,536.13,467.89389,382.2973,2300.46,14.62,1792.8,509.117,21651.9
29/04/2011,536.13,467.9093,382.30991,2305.76,14.75,1797.52,509.976,21587.5
02/05/2011,536.13,467.95541,382.3475,2301.72,15.99,1809.61,510.857,21538.71
03/05/2011,532.67,464.38211,385.1138,2293.95,16.7,1796.57,510.689,21518.62
04/05/2011,525.76,467.9209,384.0592,2278.63,17.08,1779.32,511.481,21598.08
05/05/2011,518.82,471.38779,380.7515,2258.08,18.2,1755.56,510.109,21943.81
06/05/2011,525.11,470.18701,379.8837,2266.97,18.4,1755.85,509.159,22093.19
09/05/2011,521.85,469.2388,379.1712,2277.3,17.16,1731.26,506.816,22067.45
10/05/2011,526.78,467.50549,380.013,2295.72,15.91,1750.71,507.566,22071.63
11/05/2011,526.57,470.2384,376.53351,2271.47,16.95,1748.82,507.066,22000.19
12/05/2011,521.81,471.67239,376.20679,2282.84,16.03,1725.1,506.083,22053.77
13/05/2011,521.41,471.51181,376.2019,2264.52,17.07,1718.07,506.484,22127.17
16/05/2011,519.71,470.66229,378.1373,2250.61,18.24,1711.88,506.92,22121.16
17/05/2011,517.44,473.58179,377.1636,2250.35,17.55,1692.07,505.82,22041.07
18/05/2011,520.43,470.7941,378.04749,2270.57,16.23,1708.02,506.182,22062.8
19/05/2011,522.83,471.0831,377.785,2275.71,15.52,1713.75,505.61,22007.37
20/05/2011,522.34,469.35361,377.57159,2258.21,17.43,1702.63,505.406,22091.23
23/05/2011,518.75,471.7774,375.72449,2231.31,18.27,1661.43,503.784,22073.27
24/05/2011,523.14,470.42749,375.90421,2229.49,17.82,1669.59,504.347,22067.42
25/05/2011,521.06,470.8504,375.7674,2236.75,17.07,1673.23,504.61,22027.77
26/05/2011,523.64,468.30801,376.9068,2246.13,16.09,1684.84,506.904,22162.39
27/05/2011,526.36,464.4136,380.21661,2255.74,15.98,1708.5,509.532,22213.82
30/05/2011,526.36,464.4454,380.24261,2255.74,15.98,1707.57,509.728,22188.6
31/05/2011,528.83,464.9086,378.94299,2279.66,15.45,1732.84,510.432,22145.09
01/06/2011,527,461.47321,381.8056,2227.96,18.3,1727.19,512.376,22147.33
02/06/2011,524.76,462.55539,381.86121,2225.36,18.09,1701.51,512.066,22140.74
03/06/2011,524.01,460.91321,385.53601,2203.81,17.95,1704.72,514.22,22204.23
06/06/2011,524.1,461.3175,384.9523,2180.14,18.49,1698.74,514.816,22205.42
07/06/2011,526.47,462.68149,383.89291,2178.15,18.07,1705.53,515.209,22221.32
08/06/2011,521.45,463.80411,383.2215,2169.5,18.79,1686.91,515.367,22251.34
09/06/2011,523.45,464.6442,379.75,2185.52,17.77,1689.5,513.757,22260.7
10/06/2011,520.62,464.22519,377.3494,2155,18.86,1662.91,512.413,22202.58
13/06/2011,518.93,462.75,380.03229,2157.15,19.61,1664.25,512.45,22082.71
14/06/2011,525.92,462.53519,380.06671,2184.48,18.26,1686.57,512.052,22025.32
15/06/2011,521.83,463.55521,377.8309,2146.45,21.32,1658.81,510.795,22025.38
16/06/2011,516.66,464.1207,376.4249,2150.58,22.73,1631.59,509.341,22025.73
17/06/2011,518.03,464.37729,377.53751,2157.14,21.85,1646.73,511.619,22089.39
20/06/2011,516.65,464.69751,378.5134,2168.8,19.99,1638.95,511.288,22034.34
21/06/2011,518.6,464.59671,378.15399,2198.15,18.86,1666.7,512.04,21989.38
22/06/2011,520.76,460.68329,380.12659,2184.03,18.52,1671.86,512.921,22137.94
23/06/2011,515.18,461.31229,376.2074,2177.85,19.29,1628.03,510.187,22201.79
24/06/2011,516.65,460.01459,377.33731,2152.31,21.1,1633.62,510.613,22307.1
27/06/2011,515.5,461.00479,379.37299,2172.08,20.56,1634.73,510.294,22120.78
28/06/2011,517.49,459.0506,380.4675,2200.68,19.17,1650.02,510.138,22129.36
29/06/2011,524.27,458.1347,380.85339,2219.2,17.27,1680.66,509.939,22129.86
30/06/2011,529.11,458.44919,381.0824,2241.66,16.52,1708.08,511.076,22072.03
01/07/2011,531.02,459.32819,380.7749,2274.26,15.87,1716.47,510.697,21988.26
04/07/2011,532.09,459.14789,380.78909,2274.26,15.87,1727.43,511.116,21999.91
05/07/2011,531.88,458.59229,381.4386,2271.29,16.06,1722.64,510.892,22003.14
06/07/2011,527.05,456.72672,380.87759,2274.42,16.34,1710.84,509.55,22094.9
07/07/2011,532.47,456.13651,381.27939,2298.31,15.95,1718.77,509.08,22015.34
08/07/2011,528.65,456.45471,380.02109,2282.32,15.95,1707.35,510.658,22027.07
11/07/2011,520.6,455.8624,376.4494,2241.07,18.39,1665.71,508.754,22081.54
12/07/2011,514.75,457.3385,374.88791,2231.15,19.87,1652.04,509.977,21999.26
13/07/2011,520.28,454.629,378.043,2238.29,19.91,1679.7,512.697,22123.03
14/07/2011,519.63,455.5777,377.90039,2223.29,20.8,1666.87,512.13,22171.91
15/07/2011,516.51,456.5752,376.74149,2235.65,19.53,1661.14,512.09,22122.23
18/07/2011,514.85,457.08139,374.67661,2217.55,20.95,1633.16,510.257,22160.28
19/07/2011,522.5,455.99649,375.45789,2253.71,19.21,1654.3,513.198,22220.32
20/07/2011,523.62,454.6279,375.24481,2252.52,19.09,1676.06,513.092,22147.19
21/07/2011,528.09,454.495,376.32581,2283.23,17.56,1704.67,515.195,22128.59
22/07/2011,528.09,453.7052,377.7865,2285.34,17.52,1717.06,516.585,22226.95
25/07/2011,525.87,451.43289,378.99551,2272.47,19.35,1706.03,515.719,22247.37
26/07/2011,528.8,450.52509,380.2742,2263.15,20.23,1719.24,518.548,22295.91
27/07/2011,528.68,448.35791,382.71841,2217.29,22.98,1696.67,517.72,22336.17
28/07/2011,528.6,448.2131,382.83691,2210.33,23.74,1684.27,517.304,22276.06
29/07/2011,524.04,447.07089,385.00641,2196.08,25.25,1679.84,520.636,22230.54
01/08/2011,520.44,443.4064,388.19571,2187,23.66,1663.45,520.914,22042.83
02/08/2011,517.8,443.07281,387.5777,2131.1,24.79,1635.03,522.417,21813.26
03/08/2011,512.21,445.36938,384.98431,2142.56,23.38,1606.71,523.258,21895.67
04/08/2011,510.81,448.15381,383.45432,2040.2,31.66,1547.43,520.499,21741.73
05/08/2011,502.77,450.17181,381.51419,2039.04,32,1513.23,520.571,21797.61
08/08/2011,496.23,450.93839,380.24329,1903.47,48,1462.29,523.958,21468.53
09/08/2011,486.54,448.9201,381.7688,1993.76,35.06,1471.04,525.108,20852.48
10/08/2011,481.95,444.51059,384.22519,1906.53,42.99,1442.47,527.7,20774.88
11/08/2011,492.06,452.11569,379.14981,1995.14,39,1466.85,526.045,21296.44
12/08/2011,496.49,453.83499,378.97,2005.67,36.36,1498.56,526.391,21515.54
15/08/2011,503.7,454.51401,377.8187,2049.51,31.87,1526.62,528.944,21830.48
16/08/2011,507.31,455.80029,377.00061,2029.92,32.85,1521.92,529.233,21907.34
17/08/2011,511.49,454.9014,377.28351,2032.41,31.58,1530.55,531.753,21953.08
18/08/2011,502.79,457.41879,375.67542,1941.92,42.67,1465.9,531.69,21728.09
19/08/2011,502.35,457.1788,375.17999,1912.77,43.05,1446.14,533.223,21730.42
22/08/2011,503.09,455.78601,376.44171,1913.27,42.44,1444.74,531.464,21842.84
23/08/2011,505.53,456.3056,377.56259,1978.89,36.27,1461.26,530.937,21854.33
24/08/2011,507.44,455.7215,376.97751,2005.13,35.9,1469.71,528.876,21952.87
25/08/2011,509.39,455.13489,376.2457,1973.96,39.76,1457.04,527.532,21946.44
26/08/2011,513.32,455.92059,376.80081,2004.11,35.59,1455.41,528.995,22079.64
29/08/2011,513.32,455.95001,376.8251,2061.05,32.28,1482.51,530.595,22218.03
30/08/2011,522.43,455.2142,378.5303,2066.37,32.89,1491.72,530.688,22210.56
31/08/2011,520.88,451.5242,380.70889,2076.78,31.62,1523.58,529.882,21913.69
01/09/2011,518.16,447.6748,383.01401,2052.3,31.82,1521.62,528.528,21700.45
02/09/2011,513.63,446.2558,384.5213,2000.5,33.92,1488.02,530.024,21517.26
05/09/2011,508.89,447.28119,382.26041,2000.5,33.92,1428.45,528.99,21358.7
06/09/2011,523.58,456.9137,370.38599,1985.67,37,1408.57,528.044,22239.85
07/09/2011,525.92,456.80029,371.6506,2043.05,33.38,1447,527.25,22120.44
08/09/2011,531.25,458.39841,370.8938,2021.42,34.32,1453.64,527.641,22115.94
09/09/2011,525.43,461.29391,367.28281,1967.47,38.52,1405.87,524.813,22228.94
12/09/2011,517.27,465.25671,366.4288,1981.3,38.59,1364.68,523.622,22565.21
13/09/2011,515.28,466.1926,366.5954,2000.08,36.91,1381.44,523.456,22594.46
14/09/2011,510.82,468.65329,365.2713,2027.04,34.6,1387.46,522.922,22759.75
15/09/2011,514.43,465.2934,367.05099,2062.25,31.97,1425.29,524.068,22539.61
16/09/2011,518.7,464.0444,367.8342,2074.06,30.98,1436.62,524.212,22540.77
19/09/2011,510.49,468.6188,364.8075,2053.74,32.73,1400.5,523.578,22668.16
20/09/2011,515.77,466.92059,366.42981,2050.39,32.86,1418.97,524.352,22489.05
21/09/2011,513.1,469.75989,364.00089,1990.2,37.32,1403.16,524.495,22434.65
22/09/2011,495.37,477.41559,358.12421,1926.76,41.35,1331.35,523.107,22616.22
23/09/2011,495.87,477.5415,357.61349,1938.73,41.25,1338.48,522.741,22712.67
26/09/2011,493.29,478.99899,355.315,1983.97,39.02,1341.16,520.718,22744.47
27/09/2011,503.9,474.4162,359.9823,2005.19,37.71,1405.75,521.13,22433.96
28/09/2011,499.83,476.6651,358.16541,1964.2,41.08,1394.51,520.855,22532.7
29/09/2011,497.59,477.6478,357.7626,1980.23,38.84,1402.75,521.152,22634.7
30/09/2011,493.03,481.3277,354.51779,1930.79,42.96,1373.33,518.974,22641.68
03/10/2011,490.12,481.8313,352.89499,1875.95,45.45,1343.2,519.404,22706.87
04/10/2011,485.59,485.99179,351.15091,1918.39,40.82,1310.15,519.088,22784.96
05/10/2011,492.06,483.4841,352.68851,1953.67,37.81,1336.85,517.926,22533.11
06/10/2011,494.91,481.4317,354.89981,1989.61,36.27,1379.96,518.294,22403.57
07/10/2011,500.61,479.7225,355.65799,1973.42,36.2,1400.85,519.064,22328.96
10/10/2011,505.22,475.3255,358.9173,2040.76,33.02,1430.84,520.678,22038.4
11/10/2011,504.79,475.7131,358.32779,2041.9,32.86,1434.51,519.77,22075.14
12/10/2011,513.48,471.05869,362.7023,2062.22,31.26,1460.25,519.922,21793.08
13/10/2011,510.58,472.47989,361.6875,2056.26,30.7,1449.68,520.376,21922.18
14/10/2011,518.44,468.55411,364.68051,2091.99,28.24,1463.69,520.711,21668.52
17/10/2011,514.51,469.85831,363.22198,2051.54,33.39,1459.17,521.652,21868.79
18/10/2011,512.22,470.55469,363.564,2093.43,31.56,1439.42,520.643,21813.41
19/10/2011,516.81,469.5416,361.5014,2067.28,34.44,1456,522.045,21753.81
20/10/2011,512.09,469.56451,363.70529,2076.75,34.78,1427.6,520.245,21905.34
21/10/2011,515.13,466.99289,363.27011,2115.86,31.32,1468.8,523.397,21908.21
24/10/2011,517.96,465.9368,363.444,2143.13,29.26,1491.03,523.035,21805.11
25/10/2011,515.03,465.189,364.20331,2100.17,32.22,1484.08,525.678,21885.72
26/10/2011,513.25,466.09909,363.59561,2122.32,29.86,1477.82,524.646,21867.81
27/10/2011,524.14,458.79971,364.19391,2195.22,25.46,1553.31,526.792,21621.09
28/10/2011,525.08,459.121,363.97281,2196.13,24.53,1560.85,528.081,21635.69
31/10/2011,524.71,462.40759,359.91409,2141.81,29.96,1505,524.65,21881.25
01/11/2011,515.44,469.78809,361.1199,2081.97,34.77,1440.44,523.091,22144.91
02/11/2011,514.6,468.19699,360.3092,2115.7,32.74,1451.28,524.654,22245.45
03/11/2011,515.21,466.92209,360.13901,2155.87,30.5,1464.76,523.338,22238.57
04/11/2011,516.76,469.19751,359.80621,2142.34,30.16,1466.29,523.706,22249.53
07/11/2011,519.77,470.8848,358.9859,2156,29.85,1460.06,523.747,22251.21
08/11/2011,518.58,470.92551,358.43161,2182.61,27.48,1468.93,524.361,22258.96
09/11/2011,512.23,474.66751,358.88159,2102.72,36.16,1441.39,521.81,22317.75
10/11/2011,508.87,474.77039,358.61041,2121.14,32.81,1423.78,521.106,22402.84
11/11/2011,512.75,473.06461,357.9736,2162.48,30.04,1460.88,523.672,22385.55
14/11/2011,510.74,473.83481,358.99121,2142.09,31.13,1448.02,522.264,22460.43
15/11/2011,507.93,475.91901,358.74011,2152.8,31.22,1430.99,520.01,22504.98
16/11/2011,506.72,476.05331,358.76761,2117.64,33.51,1426.06,520.164,22477.66
17/11/2011,503.89,477.81161,358.2753,2082.1,34.51,1413.57,519.929,22665.27
18/11/2011,502.94,477.53601,358.92899,2081.42,32,1400.49,519.857,22644.88
21/11/2011,495.45,480.55579,361.32349,2042.71,32.91,1361.13,518.925,22782.32
22/11/2011,496.41,479.11441,361.65909,2034.41,31.97,1356.86,518.88,22727.21
23/11/2011,492.65,481.15311,362.32361,1989.54,33.98,1329.58,515.979,22893.35
24/11/2011,491.97,481.27249,362.56229,1989.54,33.98,1322.57,515.365,22968.92
25/11/2011,495.65,482.50891,360.11639,1984.5,34.47,1321.23,512.328,22838.21
28/11/2011,501.59,478.5531,358.3685,2042.8,32.13,1366.44,513.369,22945.82
29/11/2011,503.81,476.68311,359.09052,2048.06,30.64,1381.76,513.707,22965.01
30/11/2011,511.92,471.22861,358.94931,2137.08,27.8,1427.27,516.218,23064.5
01/12/2011,510.67,472.29251,358.6424,2133.07,27.41,1431.7,517.192,23040.85
02/12/2011,514.42,471.67111,358.03201,2132.64,27.52,1441.07,517.577,23013.12
05/12/2011,515.92,471.3468,357.83679,2154.68,27.84,1455.3,519.593,23031.26
06/12/2011,514.83,472.78741,357.69641,2157.1,28.13,1438.59,518.437,23153.8
07/12/2011,515.22,472.2854,357.42221,2162.07,28.67,1444.37,519.493,23057.49
08/12/2011,513.2,472.9129,358.35571,2116.41,30.59,1421.67,518.803,22969.31
09/12/2011,512.76,472.01691,359.97791,2152.15,26.38,1428.19,518.338,22987.89
12/12/2011,509.67,475.55591,358.2933,2120.15,25.67,1404.67,517.088,22913.31
13/12/2011,508.37,476.78809,357.883,2102.15,25.41,1396.1,516.142,22986.28
14/12/2011,502.38,481.12631,357.9227,2078.51,26.04,1363.55,515.029,22969.42
15/12/2011,501.42,479.77289,358.0755,2085.44,25.11,1368.46,516.221,23003.85
16/12/2011,504.45,477.7543,359.15359,2092.18,24.29,1370.78,518.234,23099.33
19/12/2011,503.82,477.83691,359.49689,2067.67,24.92,1360.97,517.943,23060.73
20/12/2011,507.2,475.85611,357.9613,2129.67,23.22,1387.78,518.831,23146.82
21/12/2011,506.32,476.98889,358.33789,2133.86,21.43,1384.81,517.289,23145.25
22/12/2011,507.97,477.0007,356.6402,2152.04,21.16,1393.43,517.552,23102.45
23/12/2011,507.14,477.18991,356.78448,2171.5,20.73,1401.6,516.541,23106.55
26/12/2011,507.14,477.2027,356.7941,2171.5,20.73,1403.33,516.539,23091.52
27/12/2011,507.14,477.207,356.79721,2171.71,21.91,1405.36,517.485,23076.07
28/12/2011,504.93,476.76749,358.1265,2145.09,23.52,1386.64,517.289,23091.54
29/12/2011,504.91,475.612,358.49121,2168.12,22.65,1393.45,517.601,23179.9
30/12/2011,507.03,473.01141,358.5867,2158.94,23.4,1412.55,520.119,23251.12
02/01/2012,507.03,473.0322,358.60251,2158.94,23.4,1422.4,520.126,23221.31
03/01/2012,510.46,470.91739,357.0415,2192.4,22.97,1446.64,520.303,23298.72
04/01/2012,509.59,472.63489,358.31601,2193.28,22.22,1439.89,518.194,23233.18
05/01/2012,507.8,474.1012,359.28989,2199.73,21.48,1416.47,516.052,23255
06/01/2012,507.43,473.70029,360.18011,2194.98,20.63,1406.71,515.268,23264.3
09/01/2012,507.01,473.4501,360.77689,2200,21.07,1405.1,516.279,23273
10/01/2012,509.73,471.61609,359.23041,2219.58,20.69,1428.96,517.082,23429.83
11/01/2012,507.55,472.04099,360.3653,2220.48,21.05,1419.33,517.094,23573.83
12/01/2012,507.15,470.15948,360.6058,2225.74,20.47,1423.02,519.111,23441.92
13/01/2012,505.08,471.87869,362.103,2214.73,20.91,1415.22,518.264,23516.7
16/01/2012,505.91,470.905,361.6102,2214.73,20.91,1417.89,518.906,23578.55
17/01/2012,508.94,469.60321,361.6196,2222.59,22.2,1437.05,519.595,23641.58
18/01/2012,509.91,469.65689,361.1492,2247.64,20.89,1445,520.19,23653.79
19/01/2012,513.57,467.6843,358.74451,2258.8,19.87,1464.78,520.009,23497.37
20/01/2012,513.99,467.6394,359.43881,2260.37,18.28,1472.05,519.802,23568.17
23/01/2012,517.37,465.138,359.15259,2261.47,18.67,1487.63,521.226,23643.01
24/01/2012,516.05,467.02399,357.96359,2259.22,18.91,1476.25,519.439,23623.01
25/01/2012,516,467.57919,357.03409,2278.83,18.31,1475.53,519.509,23662.28
26/01/2012,518.97,463.2193,358.76331,2265.84,18.57,1505.67,524.817,23767.07
27/01/2012,516.39,463.55991,360.31201,2262.35,18.53,1495.58,526.213,23637.65
30/01/2012,515.09,464.28909,359.92059,2256.72,19.4,1480.91,527.023,23510.61
31/01/2012,514.11,464.9863,361.29529,2255.69,19.44,1486.74,527.915,23566.36
01/02/2012,518.66,462.46851,361.60999,2276.24,18.55,1514.86,529.716,23696.7
02/02/2012,517.88,462.96591,362.3862,2278.92,17.98,1518.58,529.76,23642.54
03/02/2012,521.03,462.15009,362.77591,2312.49,17.1,1529.46,527.428,23840.27
06/02/2012,519.89,463.2327,362.07431,2311.55,17.76,1529.55,527.602,23787.5
07/02/2012,523.79,461.51819,360.7276,2316.27,17.65,1540.09,528.263,23834.01
08/02/2012,524.95,460.61411,361.1152,2322.11,18.16,1544.48,528.274,23857
09/02/2012,526.22,460.8251,359.68481,2325.56,18.63,1549.8,527.663,23968.65
10/02/2012,524.5,461.86139,359.20349,2309.6,20.79,1524.97,526.635,23963.44
13/02/2012,526.22,460.08649,360.31769,2325.81,19.04,1538.87,527.376,23910.86
14/02/2012,527.38,460.17169,359.85089,2324,19.54,1526.16,525.717,23967.18
15/02/2012,526.34,460.79559,362.39029,2312.28,21.14,1537.05,525.188,23912.82
16/02/2012,526.84,461.5257,361.05951,2338.12,19.22,1530.02,523.494,23949.07
17/02/2012,530.25,459.81909,358.5571,2343.67,17.78,1548.44,524.219,23994.05
20/02/2012,533.13,458.5499,357.38599,2343.67,17.78,1571.27,525.394,24050.62
21/02/2012,532.03,459.62659,355.87311,2345.41,18.19,1563.57,524.713,24082.17
22/02/2012,532.3,458.37869,355.21301,2337.67,18.19,1553.17,524.098,24154.52
23/02/2012,533.65,456.72919,355.2121,2348.11,16.8,1559.01,525.466,24120.36
24/02/2012,536.95,456.6156,350.9408,2352.34,17.31,1573.82,526.982,24335.33
27/02/2012,535.56,456.7655,353.2876,2355.74,18.19,1565.16,527.414,24133.19
28/02/2012,537.36,455.60629,352.80161,2364.03,17.96,1571.22,528.104,24260.98
29/02/2012,540.26,455.82181,353.0054,2353.23,18.43,1567.67,527.432,24378.88
01/03/2012,539.03,456.43369,353.5535,2367.87,17.26,1570.58,526.823,24399.84
02/03/2012,538.18,457.11899,354.81519,2360.28,17.29,1561.54,525.508,24422.97
05/03/2012,536.94,457.91809,351.8259,2351.28,18.05,1554.08,525.279,24393.97
06/03/2012,528.99,460.88541,354.02649,2315.21,20.87,1513.86,524.683,24242.11
07/03/2012,529.42,459.95581,354.98969,2331.89,19.07,1515.1,524.504,24234.58
08/03/2012,535.76,457.61731,351.49579,2355.01,17.95,1548.16,525.716,24427
09/03/2012,534.16,459.25739,354.54871,2363.56,17.11,1544.13,522.814,24453.18
12/03/2012,530.79,460.4744,353.13239,2364.1,15.64,1540.16,523.12,24449.76
13/03/2012,534.71,460.5015,352.34241,2407.79,14.8,1556.73,521.645,24538.87
14/03/2012,530.99,466.01819,350.4758,2404.98,15.31,1553.96,516.777,24666.48
15/03/2012,532.12,463.01251,352.54749,2419.37,15.42,1565.87,517.415,24622.6
16/03/2012,534.8,462.5386,350.54611,2422.09,14.47,1581,518.381,24708.45
19/03/2012,535.97,461.89261,349.43188,2431.73,15.04,1586.11,518.873,24832.03
20/03/2012,531.87,464.3739,348.6308,2424.46,15.58,1569.05,518.041,24860.5
21/03/2012,530.55,465.0159,347.6478,2420.02,15.13,1559.97,518.74,24774.6
22/03/2012,525.1,466.13339,347.168,2402.71,15.57,1553.81,520.117,24522.65
23/03/2012,528.41,464.41711,347.69611,2410.16,14.82,1556.76,521.807,24676.18
26/03/2012,532.51,462.53229,346.32101,2443.64,14.26,1569.73,522.099,24841.92
27/03/2012,532.22,463.74011,346.08139,2437.01,15.59,1573.84,522.409,24897.11
28/03/2012,528.09,465.47269,345.6459,2425.55,15.47,1558.22,522.286,24788.73
29/03/2012,525.12,466.67581,344.4549,2421.7,15.48,1542.83,523.083,24648.62
30/03/2012,527.92,465.31,343.69989,2430.67,15.5,1553.46,523.552,24791.65
02/04/2012,529.45,464.52789,343.88379,2449.08,15.64,1570.08,523.9,24686.81
03/04/2012,529.82,464.19949,343.242,2439.89,15.66,1559.16,523.024,24690.12
04/04/2012,525.9,467.66171,346.38239,2415.05,16.44,1512.53,520.036,24612.91
05/04/2012,527.58,466.42471,348.5712,2414.4,16.7,1509.02,520.291,24598.36
06/04/2012,527.58,466.42789,348.57361,2414.4,16.7,1506.03,520.379,24497.7
09/04/2012,527.59,466.43771,348.58099,2387.03,18.81,1505.19,523.057,24511.23
10/04/2012,522.35,467.53339,348.70511,2346.27,20.39,1481.99,524.177,24366.23
11/04/2012,523.9,467.42151,349.43979,2364.09,20.02,1486.73,524.415,24440.5
12/04/2012,527.89,465.27411,350.1568,2396.69,17.2,1506.27,525.343,24509.03
13/04/2012,527.13,466.1441,351.07059,2366.84,19.55,1488.02,524.662,24475.65
16/04/2012,524.57,465.92819,350.47919,2365.65,19.55,1486.07,525.058,24402.22
17/04/2012,527.22,464.64401,347.85571,2402.29,18.46,1509.39,525.431,24320
18/04/2012,527.47,466.25339,346.84439,2392.57,18.64,1508.23,525.05,24191.77
19/04/2012,526.69,466.8121,345.23679,2378.48,18.36,1502.34,524.905,24123.35
20/04/2012,527.6,466.2048,344.01361,2381.32,17.44,1511.15,525.292,24180.45
23/04/2012,523.78,468.1842,346.53641,2361.35,18.97,1481.26,525.41,24046.74
24/04/2012,524.6,467.6441,344.9444,2370.04,18.1,1494.9,526.142,23934.28
25/04/2012,525.77,466.9415,344.72189,2402.71,16.82,1504.32,525.656,23944.84
26/04/2012,524.5,467.0473,344.8877,2418.89,16.24,1513.11,527.55,24011.07
27/04/2012,525.89,466.25259,345.89551,2424.78,16.32,1521.38,528.718,24110.89
30/04/2012,524.32,466.7168,346.8862,2415.42,17.15,1516.21,529.73,24191.9
01/05/2012,524.32,466.71991,346.88849,2429.1,16.6,1512.74,529.055,24075.35
02/05/2012,522.22,468.46661,346.79291,2423.29,16.88,1504.56,528.911,24058.86
03/05/2012,520.38,468.68381,345.0246,2405.17,17.56,1503.67,528.952,23970.41
04/05/2012,515.96,470.50201,347.00931,2366.39,19.16,1483.87,529.81,24171.29
07/05/2012,515.96,470.51151,347.01639,2367.26,18.94,1471.98,529.492,24123.34
08/05/2012,512.54,473.15051,349.10959,2357.45,19.05,1454.15,529.306,24319.1
09/05/2012,510.66,474.00079,349.9953,2342.31,20.08,1440.42,528.226,24430.01
10/05/2012,513.16,473.5722,350.59839,2348.93,18.83,1446.19,528.13,24321.48
11/05/2012,512.58,473.6315,351.1405,2341.23,19.89,1444.52,528.405,24308.65
14/05/2012,508.25,477.09781,353.93759,2315.45,21.87,1418.66,527.412,24410.97
15/05/2012,507.06,477.7598,354.65509,2302.56,21.97,1402.7,525.793,24484.71
16/05/2012,506.48,476.50711,354.1987,2293.21,22.27,1385.67,525.116,24529.12
17/05/2012,504.44,476.2243,356.68121,2258.93,24.49,1378.79,526.059,24912.94
18/05/2012,500.46,477.52301,356.448,2242.25,25.1,1356.9,526.763,24960.7
21/05/2012,501.56,476.57651,355.18881,2278.24,22.01,1364.43,526.605,24816.64
22/05/2012,504.73,475.29669,354.0585,2279.4,22.48,1384.17,525.491,24636.97
23/05/2012,497.13,479.40201,357.85721,2283.36,22.33,1345.65,524.929,25078.71
24/05/2012,499.98,478.11011,357.1727,2286.87,21.54,1354.4,524.887,25082.24
25/05/2012,501.02,478.00549,358.29169,2281.92,21.76,1350.38,523.82,25015.29
28/05/2012,503.7,477.0596,357.75519,2281.92,21.76,1354.37,524.279,25014.04
29/05/2012,504.56,476.422,358.3446,2307.57,21.03,1365.02,524.541,25087.27
30/05/2012,499.54,478.79529,362.1012,2275.19,24.14,1339,524.524,25309.76
31/05/2012,496.51,478.87341,363.36871,2270.25,24.06,1332.89,525.673,25425.26
01/06/2012,493.91,479.94919,364.3732,2214.41,26.66,1312.34,527.535,25418.83
04/06/2012,493.91,479.95859,364.3804,2214.7,26.12,1308.01,528.256,25303.47
05/06/2012,493.91,479.96179,364.38281,2227.45,24.68,1314.44,526.9,25239.87
06/06/2012,503.03,475.88431,360.0235,2279.42,22.16,1341.84,525.87,24952.71
07/06/2012,506.54,474.99051,357.92319,2279.28,21.72,1361.94,525.597,24897.41
08/06/2012,505.45,475.00119,359.0578,2297.82,21.23,1344.48,524.651,24972.74
11/06/2012,507.82,473.90131,357.95551,2268.94,23.56,1355.92,525.429,24957.62
12/06/2012,507.77,475.3786,358.99161,2295.4,22.09,1355.34,523.229,24990.11
13/06/2012,510.83,472.35641,356.41299,2280.13,24.27,1363.06,524.686,24789.55
14/06/2012,511.28,471.44659,356.6846,2304.83,21.68,1360.75,525.042,24784.58
15/06/2012,512.5,471.17471,356.83591,2328.66,21.11,1375.59,527.498,24870.96
